Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Outlet_Years,Outlet,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,New_Item_Type_0,New_Item_Type_1,New_Item_Type_2
FDS13,6.465,0.125210375,266.8884,OUT017,6.966923405329704,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCW42,12.79285422864515,0.058185842,220.8456,OUT027,8.343046068711773,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDK15,10.8,0.098814721,100.5042,OUT018,7.542149728394621,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDX51,9.5,0.022058724,196.8452,OUT046,8.167469346797978,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDJ20,20.7,0.100091576,125.5388,OUT013,7.652668951953786,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
DRK59,8.895,0.075876602,235.9616,OUT017,7.536839985076312,6,2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
FDL45,15.6,0.037841362,125.2704,OUT018,7.874578808139212,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDH41,9.0,0.081943273,214.5534,OUT013,8.143765674888975,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDD05,19.35,0.016645164,120.9098,OUT045,7.431380951473746,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDZ39,19.7,0.018061324,102.599,OUT045,7.6328758201182065,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDY35,12.79285422864515,0.028062401,44.0402,OUT019,4.531312644012576,28,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
NCE06,5.825,0.091857904,160.7894,OUT018,7.389498479020319,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDE57,12.792854228645147,0.036109413,140.6154,OUT027,8.420482447279415,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDD33,12.85,0.108633372,233.8642,OUT018,7.751321327670928,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDQ10,12.85,0.03324652,172.4422,OUT045,8.408381661185024,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDN15,17.5,0.016720132,139.918,OUT013,6.0413350798500165,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS50,17.0,0.055433377,221.1114,OUT046,8.397334302666914,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDX21,7.05,0.084966021,111.1912,OUT046,7.583980893998901,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDL58,5.78,0.074135053,264.0568,OUT035,7.654563787922667,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDK09,15.2,0.091745951,229.0352,OUT035,7.7368973153479965,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDS08,12.792854228645151,0.056685383,178.437,OUT027,8.0636504552245,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDE20,11.35,0.00552947,169.279,OUT035,7.773975547453455,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDF04,17.5,0.013664703,257.7304,OUT045,8.645457778739218,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDA50,16.25,0.087310672,95.541,OUT049,7.343203694685952,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDX08,12.85,0.022639195,179.7318,OUT049,7.680721265228363,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDD05,12.79285422864515,0.016531033,122.4098,OUT027,8.010938770431375,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDG41,8.84,0.076873991,109.9228,OUT018,7.344925234443442,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDU39,12.792854228645151,0.035863436,58.3562,OUT027,7.027197204586088,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
NCQ43,17.75,0.111301625,107.5912,OUT046,7.332811750241718,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCY42,6.38,0.015193323,143.347,OUT045,6.75679517053117,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDF26,12.792854228645151,0.046408928,153.2998,OUT027,8.293998338786137,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDC20,10.65,0.06595278007399345,57.1272,OUT035,5.637058455946551,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDX14,13.1,0.07494003,75.0354,OUT046,6.806635536299766,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
DRC49,12.792854228645151,0.065119701,145.7128,OUT027,8.300965271900546,28,5,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDM40,10.195,0.06595278007399345,143.1154,OUT017,7.788154259356461,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDE10,6.67,0.090456903,131.2626,OUT017,7.649502891427769,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCU17,5.32,0.093071679,103.8674,OUT045,6.235071291810269,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDB36,12.792854228645153,0.048292189,133.1626,OUT027,7.821277943289735,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
DRF13,12.1,0.029902679,144.3444,OUT018,7.058031491315856,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDL13,13.85,0.056547986,232.73,OUT018,8.747162990794005,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
NCH55,16.35,0.034726222,125.602,OUT049,8.018641269991644,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
NCF18,18.35,0.088908547,192.8504,OUT013,7.964592341170955,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDC09,15.5,0.044024163,102.0332,OUT010,4.6398923342156415,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDV09,12.1,0.020568574,150.4734,OUT046,7.639944118204527,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDV09,12.1,0.020564685,148.2734,OUT035,8.091754370177547,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDU16,19.25,0.058226609,85.2908,OUT013,6.5104464180735535,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDD26,8.71,0.072155462,183.3924,OUT046,8.054386259708407,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCA29,10.5,0.027253711,170.9106,OUT013,8.087056650993398,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDZ26,11.6,0.144604071,240.8222,OUT018,8.184885510980354,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDT56,16.0,0.193477995,55.9246,OUT010,6.007515537965365,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDF22,6.865,0.056945936,214.6218,OUT045,7.56241949818301,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDH21,10.395,0.031288338,159.5604,OUT045,7.956227012112672,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDD44,8.05,0.078400465,259.0646,OUT046,8.38510035214892,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDS56,5.785,0.038976089,264.2252,OUT017,8.277889261756801,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDF21,10.3,0.058918844,191.653,OUT049,8.578115933496292,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDM44,12.5,0.031176157,103.099,OUT018,6.583952642943671,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
DRK01,7.63,0.061159246,92.5436,OUT049,7.382896438490037,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
FDO22,13.5,0.06595278007399345,78.396,OUT035,7.271792653591673,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDP57,17.5,0.052550476,101.299,OUT045,6.583952642943671,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRF49,12.792854228645151,0.124448295,112.0518,OUT019,4.743642601628749,28,4,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
DRK11,8.21,0.010808272,150.5392,OUT018,6.951747666491185,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDT51,11.65,0.010963269,110.9544,OUT018,5.818785947199984,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDE58,18.5,0.06595278007399345,119.8124,OUT017,8.301626264853537,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDT23,7.72,0.075035902,78.7986,OUT018,6.754469591607684,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
NCT42,5.88,0.024882614,149.4392,OUT035,7.403384743766804,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDJ41,6.85,0.022878953,262.3594,OUT035,8.275348610823889,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCF42,12.792854228645155,0.166572501,176.1712,OUT027,8.213976465297707,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDA19,7.52,0.055081623,128.8994,OUT013,7.628999222651304,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDW09,13.65,0.025920816,81.2302,OUT046,7.630939399884569,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCO14,12.792854228645153,0.029500321,46.2086,OUT027,6.689543048693152,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDO39,6.985,0.137645467,185.2608,OUT045,7.986563692353288,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDR45,12.792854228645151,0.06595278007399345,240.6222,OUT027,8.367160593969587,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDA15,9.3,0.026818196,248.9092,OUT010,6.2126429688191935,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDY13,12.1,0.030102335,74.767,OUT013,7.705912263707822,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDY31,5.98,0.043740308,145.3418,OUT018,7.764410140064418,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCS29,9.0,0.069653585,266.2884,OUT049,7.977924333597726,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDJ52,7.145,0.01785932,160.6578,OUT018,7.717533365084717,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCX41,19.0,0.017755213,211.7244,OUT045,7.920598037431442,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDQ36,7.855,0.161875063,35.6848,OUT045,5.818785947199984,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDV35,19.5,0.128181759,156.1314,OUT035,7.935002312857505,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDE02,8.71,0.121250374,92.7778,OUT046,6.940857117639253,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDA34,11.5,0.014921093,173.908,OUT018,7.100650734546607,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
NCL42,18.85,0.040434372,244.3144,OUT049,8.636988636373589,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDE14,13.65,0.031508924,98.77,OUT045,7.437671511913667,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
DRD25,6.135,0.079094835,114.386,OUT049,6.927238247349708,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
DRF01,5.655,0.175793413,146.9102,OUT018,7.46778378173908,4,3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
FDF39,14.85,0.019495051,261.291,OUT013,9.235778950167457,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDP01,20.75,0.063313974,153.7682,OUT035,7.512409112249449,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDB10,10.0,0.0674819,234.859,OUT018,7.075635560712032,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDY14,10.3,0.070026951,263.6226,OUT035,8.796197470495473,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDR57,5.675,0.023496967,156.1288,OUT046,7.947791113572195,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCH29,5.51,0.06595278007399345,98.9726,OUT018,7.35689373663138,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDJ45,17.75,0.073559521,33.9216,OUT045,6.723734359088276,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDZ48,17.75,0.07626905,113.1544,OUT018,6.915415464701195,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDV44,8.365,0.039925235,189.2188,OUT045,8.427498479319112,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDR01,12.79285422864515,0.093883945,200.4742,OUT019,5.989333277565673,28,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
FDZ57,10.0,0.03773288,128.2994,OUT013,7.254526724771034,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDI08,18.2,0.066400129,250.1092,OUT049,8.653158649298948,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
DRA24,19.35,0.039920687,163.3868,OUT035,8.143378715564335,9,6,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
FDS39,12.792854228645155,0.022351808,143.7812,OUT027,8.514758630275777,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
NCL31,7.39,0.120180894,141.447,OUT013,7.7368973153479965,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
FDD34,7.945,0.015900971,163.821,OUT049,7.49294468503679,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDC34,16.0,0.172759093,157.0972,OUT046,8.449966473646924,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCK05,20.1,0.077454252,59.2536,OUT046,6.601288812658527,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDB32,20.6,0.039255412,94.4778,OUT010,4.552589747796778,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDC03,8.575,0.072252888,196.5794,OUT017,8.569433359377483,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDO19,17.7,0.016664252,47.9034,OUT018,6.593114394715829,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDZ28,20.0,0.086187886,125.4678,OUT010,4.853340342891289,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDK28,5.695,0.109784056,256.0646,OUT010,7.161872553395193,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
NCU30,5.11,0.06595278007399345,164.721,OUT018,8.185813326632069,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDV57,15.25,0.06595278007399345,178.166,OUT045,8.487698879095174,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDB02,12.792854228645153,0.029023048,177.837,OUT027,8.810699171944924,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDD52,18.25,0.183142346,110.357,OUT013,7.644097476216769,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDN34,15.6,0.06595278007399345,170.6132,OUT013,8.794281568300148,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDB50,13.0,0.153857402,76.3986,OUT049,6.659275970804608,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDS55,7.02,0.081290366,147.3734,OUT049,7.834015272223346,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDR21,19.7,0.066935459,177.537,OUT046,8.0636504552245,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
NCD07,9.1,0.055514919,112.5518,OUT049,5.836433396446681,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDO11,8.0,0.050657232,249.9092,OUT010,5.521497717185143,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
NCC54,17.75,0.098108957,240.9196,OUT018,8.429535583846416,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
FDV35,19.5,0.128405328,156.4314,OUT049,7.7527523517290655,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
NCU29,7.685,0.025477448,145.276,OUT046,8.165199843115829,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCZ53,9.6,0.040969757,188.7214,OUT010,5.93447823610455,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
DRE03,19.6,0.040550868,45.5718,OUT010,3.8768475392195243,15,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
FDZ09,17.6,0.175545889,163.6868,OUT010,5.10465251718005,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDE40,15.6,0.099344826,63.6194,OUT045,6.612085119882837,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCS18,12.65,0.042276746,108.4938,OUT049,7.31436186868556,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDX24,12.792854228645155,0.013861607,94.4462,OUT027,7.61924146724987,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDS34,12.792854228645155,0.076387367,112.1518,OUT027,8.261516427685104,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
NCS53,14.5,0.08996026,159.5604,OUT045,7.263430243107671,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDH38,6.425,0.010480751,116.5808,OUT018,7.808646768813461,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
DRM35,9.695,0.070587419,176.9344,OUT045,8.680898401005468,11,7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
DRI25,19.6,0.03387323,56.1614,OUT013,6.72133051553778,26,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
NCP06,20.7,0.039238384,152.8366,OUT035,7.851786539680953,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDT02,12.6,0.024331586,34.9874,OUT017,6.273463626903626,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCP14,8.275,0.110197977,104.2306,OUT013,8.205101206410664,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCD43,12.792854228645155,0.028048877,106.1964,OUT019,5.353718014199552,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
FDP20,19.85,0.045631231,128.102,OUT013,7.143633400367647,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDK04,7.36,0.087559621,55.2588,OUT010,5.438232340691498,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDQ15,20.35,0.252865979,82.7276,OUT010,5.096538946674565,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
FDE11,17.7,0.135306012,183.7924,OUT049,7.706211933897324,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDN01,12.792854228645155,0.126760908,176.937,OUT019,5.868940917571483,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDC29,8.39,0.024201084,112.6176,OUT035,7.685626990357768,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDC48,9.195,0.015856295,81.6592,OUT035,7.247441203315689,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRF27,8.93,0.028411899,152.334,OUT035,7.6708370208333125,9,6,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
NCB55,15.7,0.160529322,59.2562,OUT013,5.694677819451893,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NCX30,16.7,0.026771204,246.3776,OUT017,7.59207400315236,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
DRN36,12.792854228645156,0.049934854,95.0752,OUT027,7.859270441807881,28,5,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
FDP08,20.5,0.113045883,194.1478,OUT017,7.974951545175718,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCD31,12.792854228645158,0.015359722,163.7526,OUT027,7.588035635855258,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
FDK45,11.65,0.034049703,112.286,OUT017,6.117533162351139,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
DRE49,20.75,0.02128304,153.5024,OUT049,7.7955800320656214,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
FDU52,12.792854228645156,0.063462048,157.563,OUT027,7.451295690497993,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDD53,16.2,0.074019393,41.7454,OUT010,4.44136572466589,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDF11,10.195,0.017666978,239.4538,OUT045,8.426769935125808,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
NCR30,12.792854228645156,0.124299531,73.4696,OUT019,5.701374243861473,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
FDD03,13.3,0.079739853,233.03,OUT013,8.586847977122963,26,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
FDF09,6.215,0.012167793,37.4848,OUT049,4.726098492312944,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDS33,6.67,0.06595278007399345,90.5514,OUT018,6.882504545671368,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDK03,12.6,0.074338562,255.5356,OUT017,9.176344277900474,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDD29,12.15,0.018407033,254.7698,OUT035,8.671699019599423,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
FDD02,16.6,0.050369191,117.2124,OUT049,7.260627160437496,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDF29,12.792854228645156,0.019837655,128.131,OUT027,7.431775272941818,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDP59,20.85,0.056465714,103.6648,OUT046,7.734570042892227,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
NCN17,11.0,0.054928641,101.7358,OUT035,7.31922697801662,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
NCM55,15.6,0.066829875,185.5924,OUT049,8.054386259708407,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDD39,12.792854228645156,0.122832172,217.685,OUT019,6.0725144397081445,28,4,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
FDS02,10.195,0.146692433,194.5794,OUT017,8.318173163962854,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDN16,12.6,0.062827447,105.099,OUT045,7.276408397298952,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDM21,20.2,0.064464147,255.7646,OUT049,8.596365970041969,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDJ04,18.0,0.124959013,116.5124,OUT018,5.876438582236582,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
FDT50,6.75,0.06595278007399345,96.7752,OUT049,7.202849414103315,14,9,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
FDM27,12.35,0.15911489,158.1946,OUT018,7.00810926284861,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDT19,7.59,0.145335007,173.108,OUT045,7.639303606173221,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDQ39,14.8,0.081168135,190.5846,OUT049,8.197430639164873,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
NCU30,5.11,0.034874689,161.721,OUT046,7.802951068881092,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
FDY27,6.38,0.031898175,177.4344,OUT046,7.487366392733022,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDW14,8.3,0.038211537,87.7198,OUT046,7.359439884846947,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDJ21,16.7,0.03874616,143.8102,OUT017,8.479021141023912,6,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDX47,12.792854228645158,0.03443677,156.5288,OUT027,8.491258331556129,28,5,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
FDK56,9.695,0.130261652,185.2898,OUT045,8.122257375243796,11,7,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCN05,8.235,0.014456938,184.795,OUT035,7.290129158266899,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
FDC26,10.195,0.126383094,112.1886,OUT046,6.504485160121538,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
FDT14,10.695,0.127620811,119.244,OUT013,8.15377441602035,26,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
FDS36,8.38,0.046878474,109.857,OUT035,7.744135327800455,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDR48,11.65,0.220111117,153.0024,OUT010,6.123385393498894,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
FDM04,9.195,0.0471117,52.0666,OUT035,6.423570287881946,9,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
FDZ37,8.1,0.019768503,88.6198,OUT046,7.359439884846947,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDE46,18.6,0.015858893,152.9366,OUT017,6.118999434075787,6,2,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
NCQ53,17.6,0.018905326,234.659,OUT046,9.048988290857741,16,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
NCN42,20.25,0.014280554,148.0418,OUT018,7.071687449384386,4,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
DRH11,5.98,0.075675438,53.3614,OUT049,5.806845553225341,14,9,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
NCI42,18.75,0.010381661,207.8954,OUT049,7.737768648048693,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDT07,5.82,0.077475884,255.333,OUT045,8.491121663559039,11,7,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
DRL60,8.52,0.02705936,153.3682,OUT046,6.819808046034078,16,8,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
FDG20,15.5,0.126199917,178.4028,OUT018,7.123446812857696,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
FDF56,16.7,0.119462225,182.7976,OUT046,7.502173241482096,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDV33,9.6,0.027454997,258.1304,OUT018,7.75189398305719,4,3,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
NCF31,9.13,0.051928034,151.4024,OUT049,7.588035635855258,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
FDD59,10.5,0.06595278007399345,78.296,OUT046,7.271792653591673,16,8,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
FDQ52,17.0,0.119570595,249.7434,OUT049,8.348262645482126,14,9,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
FDP09,12.79285422864516,0.033725743,211.6902,OUT027,8.354392810550037,28,5,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
FDK24,9.195,0.101275792,46.4744,OUT035,6.858315423809203,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
